		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001 2928 2929 2563 1846 1346 1259 2177 2186 136022.158359 0.000000 FAILURE   0
000000011 1209 1187 1423  961 2126  808  195 1097 35218.895469 0.000000 FAILURE   1
000000101  845  847  406 1320  353  434 1522 1150 18682.446287 0.000000 FAILURE   2
000000111  627  555 1037  178 1267  807  140  303 9548.056084 0.000000 FAILURE   3
000001001  466  463  512  446   17 1004  680  220 4360.424388 0.000000 FAILURE   4
000001011  451  405  216  620  419   79  808  478 2716.769857 0.000000 FAILURE   5
000001101  300  300  359  272  607   97   19  545 1333.485220 0.000000 FAILURE   6
000001111  518  458  788  246  904  629  303  272 4255.145239 0.000000 FAILURE   7
000010001  233  231  313  180  270  355  372    0 415.463287 0.000000 FAILURE   8
000010011  290  263  244  289   83  491  346  252 431.393169 0.000000 FAILURE   9
000010101  220  241   95  402   17  162  464  352 703.570665 0.000000 FAILURE  10
000010111  351  258  252  368  324  166  411  421 417.894077 0.000000 FAILURE  11
000011001  183  185  113  289  202   26   54  530 820.493244 0.000000 FAILURE  12
000011011  207  181  215  156  345  155   38  304 331.175783 0.000000 FAILURE  13
000011101  114  115  252   11  302  210   20    0 857.324741 0.000000 FAILURE  14
000011111  702  639  833  566  913  776  597  562 7506.546398 0.000000 FAILURE  15
000100011  174  147  190  112  198  262  215   31 353.570824 0.000000 FAILURE  16
000100101  116  115  163   99   16  322  196    0 765.779819 0.000000 FAILURE  17
000100111  263  222  196  249  144  306  283  295 89.557393 0.000000 FAILURE  18
000101001  115  116   88  174   16  161  181  176 550.590841 0.000000 FAILURE  19
000101011  161  155   48  293   47   85  332  207 546.471737 0.000000 FAILURE  20
000101101   95   94   63  155  104   24  226  106 733.038828 0.000000 FAILURE  21
000101111  420  337  329  421  329  327  449  448 744.201396 0.000000 FAILURE  22
000110011  147  123   90  199  145   85   48  332 555.973531 0.000000 FAILURE  23
000110101   57   93  101   79  182   24   31  171 884.149221 0.000000 FAILURE  24
000110111  203  199  224  171  214  243  122  278 112.062588 0.000000 FAILURE  25
000111001   50   81  120   36  137  112   31   81 948.938508 0.000000 FAILURE  26
000111011   94  107  157   65  191  181   39   65 686.282930 0.000000 FAILURE  27
000111101   39   77  135   11  158  115   31   34 1058.863166 0.000000 FAILURE  28
000111111 1248 1210 1315 1170 1358 1340 1167 1210 34617.707659 0.000000 FAILURE  29
001000011   96  108  113  109  106  178  127   65 615.074028 0.000000 FAILURE  30
001000101   39   76   91   55   77  107  118   35 999.568841 0.000000 FAILURE  31
001000111  186  183  207  153  152  285  203  150 158.897924 0.000000 FAILURE  32
001001011   97  108  112  109   39  245  119   74 688.744436 0.000000 FAILURE  33
001001101   40   77   84   62    9  160   81   86 1026.890071 0.000000 FAILURE  34
001001111  350  355  284  363  230  407  365  401 445.580720 0.000000 FAILURE  35
001010011   96  109   74  147   38  158  117  162 641.372102 0.000000 FAILURE  36
001010101   40   78   54   92    9   99   97  130 1014.976553 0.000000 FAILURE  37
001010111  174  189  132  264   70  181  268  236 236.675784 0.000000 FAILURE  38
001011011   87   98   61  137   83   89  110  156 706.811718 0.000000 FAILURE  39
001011101   28   65   43   82   53   32   90  117 1131.075100 0.000000 FAILURE  40
001011111  657  621  565  691  553  664  654  696 5334.162777 0.000000 FAILURE  41
001100101   27   66   43   83   64   21   22  186 1187.251235 0.000000 FAILURE  42
